id,label,org
2932384827,Itai Horowitz,school of medicine
2900791820,Moranne Eidelman-Rothman,"asagol center for brain and mind, interdisciplinary center herzliya, israel"
2952729207,Yoon-Ju Bae,"institute for laboratory medicine, clinical chemistry and molecular diagnostics (ilm) of the medical faculty at the university of leipzig, leipzig, germany"
2920479783,Arye Barkan,"google, haifa, israel"
2171412814,Ken Goldberg,"department of electrical engineering and computer science and department of industrial operations and engineering research, university of california, berkeley, berkeley, usa"
2779427059,Kostas E. Bekris,"computer science dept., rutgers university, new brunswick, nj, usa"
2915646982,Ravid Cohen,
2950544239,Andrew Dobson,"univ of michigan, ann arbor, mi usa"
2973561348,Tzvika Geft,school of computer science
2168753522,Sasanka Roy,"advanced computing and microelectronics unit, indian statistical institute, kolkata - 700108, india. sasanka@isical.ac.in"
2690013054,Dror Aiger,google
2776164831,Katharina Klost,free university of berlin
2946172136,Chen Ziv,
2951948510,Efi Kokiopoulou,google
2953390881,C. Ziv,
2080327427,Regina Barzilay,massachusetts institute of technology
2174985400,Trevor Darrell,uc‐berkeley
2478118378,Huijuan Xu,"""university of california, berkeley"""
2678800100,Alon Brutzkus,"tel‐aviv university ,"
2786453042,Roei Herzig,
2884581087,Hang Gao,
2886161848,Tomer Wolfson,"tel‐aviv university ,"
2897093679,Tal Schuster,
2902853422,Elad Levi,
2903157263,Eli Brosh,
2917746027,Ori Ram,
2952454007,Deborah Cohen,google
2976542183,Xiaolong Wang,
2742892825,Itay Harel,
2743960674,Amit Jacob Fanani,
2763959662,Lior Shafir,"tel‐aviv university ,"
2769156472,Shaked Rafaeli,
2967700546,Matan Sabag,the interdisciplinary center
2968900388,Neta Peleg,the interdisciplinary center
1252131916,Iftach Haitner,school of computer science
2112574952,Noga Alon,school of computer science
2114289750,Daniel Kane,ucsd#tab#
2114518581,Shay Moran,"princeton university, princeton, nj, usa"
2139423477,Elad Hazan,google brain and princeton university
2537308456,Brian Bullins,princeton university *
2117105010,Aryeh Kontorovich,"ben gurion university , beer sheva , israel"
2129072251,Claudio Gentile,
2625378157,Alon Cohen,technion: israel institute of technology
2895771915,Idan Attias,
2896050041,Lee Cohen,school of computer science
2896164355,Alon Resler,"tel‐aviv university ,"
2946383357,Aviv Rosenberg,"tel‐aviv university ,"
2953605258,Yogev Bar-On,"tel‐aviv university ,"
2752094470,Dani Dorfman,
2954991948,David Naori,"computer science department, technion, israel#tab#"
2964874830,Gal Sadeh,
2787503102,Michael Rotman,school of computer science
3003321027,Sivan Keret,school of computer science
2683146809,Richard Waldinger,"artificial intelligence center, sri international, menlo park, usa"
2700702374,Lena Dankin,
2623096892,Sagie Benaim,"tel‐aviv university ,"
2911807821,Ori Press,
2971175808,Michael Khaitov,
2232346429,Adam Polyak,", facebook ai research"
2235406784,Benjamin Klein,
2738624825,Eliya Nachmani,tel aviv university
2740772838,Lior Golgher,
2778446839,Shir Gur,
2803089090,Noam Mor,
2904952635,Michael Michelashvili,"tel‐aviv university ,"
2912040289,Oran Gafni,(facebook)
2968800623,Gidi Littwin,
2972190399,Tomer Cohen,
2972761585,Oron Ashual,
2057794227,Slava Novgorodov,"ebay research, netanya, israel#tab#"
2080905167,Amit Somech,school of computer science
2097328450,Susan B. Davidson,
2223359417,Yinjun Wu,
2563911088,Nave Frost,"tel‐aviv university ,"
2785819771,Brit Youngmann,school of computer science
2798471127,Eyal Dushkin,
2929362893,Shay Gershtein,tel aviv university
2932395938,Chai Ozeri,
2952479734,Naama Boer,"tel‐aviv university ,"
2970348078,Stephan Goldberg,
2970826637,Kathy Razmadze,
2985243338,Ori Bar El,school of computer science
2986656312,Yuval Moskovitch,school of computer science
2090456956,Yuval Moskovitch,"tel‐aviv university ,"
2159620524,Mouhamadou Lamine Ba,alioune diop university of bambey
2165124594,Amir Gilad,"tel‐aviv university ,"
2953285542,Antoine Amarilli,"ltci, cnrs, télécom-paristech, université paris-saclay"
2970472900,Evgeny Marants,
2570290309,Yotam M. Y. Feldman,school of computer science
2194672974,Eran Yahav,"technion , haifa, israel"
2946412730,Ron Shemer,school of computer science
2489583241,Kalev Alpernas,"tel‐aviv university ,"
2529888494,Hila Peleg,"technion , haifa, israel"
2555690835,Marijana Lazic,tu wien vienna austria
2760959719,Giuliano Losa,"university of california, los angeles, usa"
2945296186,Idan Berkovits,"tel‐aviv university ,"
2951021728,Yaron Velner,hebrew university of jerusalem
2103239820,Nadav Amit,(vmware research)
2105628737,Jorge A. Navas,
2144725603,Lalith Suresh,(vmware)
2832588412,Nina Narodytska,(vmware)
2944170742,João Loff,"inesc-id, instituto superior técnico, u. lisboa"
2944446064,Brian Oki,(vmware)
2953735065,Elazar Gershuni,
